product_id,name,category,brand,department,cost,shipping_cost_1000_mile,retail_price
8456,Anne Klein Women's Alicia Wool Coat,Outerwear & Coats,Anne Klein,Women,51.37499981,3.804032391,125.0
8491,Anne Klein Women's Rita Coat,Outerwear & Coats,Anne Klein,Women,60.87499997,3.624856359,125.0
8712,AK Anne Klein Women's Ora Coat,Outerwear & Coats,Anne Klein,Women,62.41019969,5.668405878,145.1399994
8744,Anne Klein Women's Wendy Jacket,Outerwear & Coats,Anne Klein,Women,57.06249988,3.896769676,137.5
8800,AK Anne Klein Women's Paula Coat,Outerwear & Coats,Anne Klein,Women,60.22499988,5.417211579,137.5
8844,Anne Klein Women's 3 Pack Houndstooth Trouser Sock,Socks & Hosiery,Anne Klein,Women,6.671999991,0.40294438,16.0
8901,Anne Klein Women's 2-Pack Solid Cashmere Gift Set Socks,Socks & Hosiery,Anne Klein,Women,11.09999998,0.943812981,30.0
8966,Anne Klein Women's 2 Pack Side Argyle Knee High Socks,Socks & Hosiery,Anne Klein,Women,11.92799997,0.979620473,28.0
8976,Anne Klein Women's 2-Pack Argyle  Cashmere Blend Socks Gift Set,Socks & Hosiery,Anne Klein,Women,6.235329894,0.453050091,16.98999977
8977,Anne Klein Women's 3 Pack Paisley Trouser Sock,Socks & Hosiery,Anne Klein,Women,6.944000006,0.666118113,16.0
9037,Anne Klein Women's 2-Pack Dot  Cashmere Gift Set Socks,Socks & Hosiery,Anne Klein,Women,6.116399907,0.574265158,16.98999977
9053,Anne Klein Women's 2 Pack Stars Slipper Socks,Socks & Hosiery,Anne Klein,Women,4.095899889,0.263091407,9.989999771
9125,Anne Klein Women's 2 Pack Stripe Roll Top Knee High Socks,Socks & Hosiery,Anne Klein,Women,12.404,0.726261577,28.0
9140,Anne Klein Women's Argyle Cashmere Crew,Socks & Hosiery,Anne Klein,Women,6.194999982,0.414861736,15.0
9170,Anne Klein Women's 2 Pack Dot Slipper Socks,Socks & Hosiery,Anne Klein,Women,3.686309906,0.197803676,9.989999771
9181,Anne Klein Women's 2 Pack Argyle Knee High Socks,Socks & Hosiery,Anne Klein,Women,12.31999993,0.932949711,28.0
9187,Anne Klein Womens Cashmere Sweater Tight,Socks & Hosiery,Anne Klein,Women,16.67999998,1.661048232,40.0
9368,Anne Klein Women's 3 Pack Diamond Stripe Trouser Sock,Socks & Hosiery,Anne Klein,Women,6.991999984,0.487427794,16.0
9463,Anne Klein Women's Modal Cable Sweater Tight,Socks & Hosiery,Anne Klein,Women,10.47499995,0.904614179,25.0
14117,Anne Klein Women's Ombre Stripe Neckwrap,Accessories,Anne Klein,Women,13.25557984,0.721300283,29.98999977
15433,Anne Klein Women's 2-Pack Solid Cashmere Gift Set Socks,Plus,Anne Klein,Women,15.42000001,1.473588776,30.0
15591,Anne Klein Women's Multi Stripe Cashmere Crew,Plus,Anne Klein,Women,8.145000022,0.786629908,15.0
15853,Anne Klein Women's 2-Pack Fair Isle Cashmere Gift Set Socks,Plus,Anne Klein,Women,9.259549906,0.840474335,16.98999977
15891,Anne Klein Women's 3 Pack Mesh Dot Trouser Sock,Plus,Anne Klein,Women,8.112000003,0.654958428,16.0
15983,Anne Klein Women's 2 Pack Stripe Slipper Socks,Plus,Anne Klein,Women,4.675319878,0.253545691,9.989999771
11524,Artwedding 5 Bone Tulle Floor Length Wedding Gown SlipWhiteOne Size,Intimates,Artwedding,Women,9.840529879,0.862028917,17.98999977
11555,Artwedding 2 Bone Tulle Floor Length Bridal Petticoat/slipWhite... Size,Intimates,Artwedding,Women,6.261179876,0.573775784,12.98999977
11556,Artwedding Tulle Sweep Train Wedding Petticoat/SlipWhite... Size,Intimates,Artwedding,Women,11.07445986,0.770410344,19.98999977
11558,Artwedding 3 Bone Tiered Nylon Floor Length Bridal PetticoatWhiteOne Size,Intimates,Artwedding,Women,9.552689867,0.479308259,17.98999977
11559,Artwedding 3 Bone Tulle Floor Length Ball Gown PetticoatWhiteOne Size,Intimates,Artwedding,Women,6.498579869,0.375090198,11.98999977
11567,Artwedding 4 Bone Nylon Floor Length Ball Gown PetticoatWhiteOne Size,Intimates,Artwedding,Women,9.912779861,0.947888469,18.98999977
11581,Artwedding Floor Length Wedding PetticoatWhiteOne Size,Intimates,Artwedding,Women,13.26522982,0.780937837,22.98999977
13221,BIKINI LAB Ruffle Halter String Bikini [2BL6J18J],Swim,BIKINI LAB,Women,6.915000044,0.625223908,15.0
13510,BIKINI LAB Large Polka Dot Bandeau Halter Bikini [2BL1D16J],Swim,BIKINI LAB,Women,5.76000005,0.387687901,15.0
17911,Metallica Ride The Lightning Zip Mens Hoodie,Fashion Hoodies & Sweatshirts,Band Merch,Men,26.11875002,1.648848459,49.75
9128,Betty Boop Leg Kick Women's Pink Terrycloth Slippers,Socks & Hosiery,Betty Boop,Women,6.730509856,0.572272892,14.98999977
10042,Bettty Boop Black Kiss Pajamas for Juniors,Sleep & Lounge,Betty Boop,Women,12.67365992,1.181894331,19.98999977
20334,Bill Blass Mens 2 Button Tan Micro Cord Sport Coat Jacket Blazer,Suits & Sport Coats,Bill Blass,Men,49.78617179,3.197588359,129.9900055
20335,Bill Blass Mens 2 Button Flat Front Solid Light Gray Suit,Suits & Sport Coats,Bill Blass,Men,56.135992,3.282153533,139.9900055
6625,Women's Tie Dye Black Shorts,Shorts,Boutique 9,Women,10.14,0.670487039,20.0
6637,Women's Leather Shorts,Shorts,Boutique 9,Women,20.13100002,1.459242013,41.0
6646,Women's Gold Spike Shorts,Shorts,Boutique 9,Women,19.56,1.671077172,40.0
2122,Boxercraft V-Neck Cotton Knit Hoodie Very comfortable - Black,Fashion Hoodies & Sweatshirts,Boxercraft,Women,9.160000011,0.861622767,20.0
2127,Fleece Raw Edge Zip Fashion Hoodie Black,Fashion Hoodies & Sweatshirts,Boxercraft,Women,10.89145989,1.050997591,23.98999977
2295,Boxercraft V-Neck Cotton Knit Hoodie Very comfortable - Navy,Fashion Hoodies & Sweatshirts,Boxercraft,Women,10.81000002,0.870684795,23.0
2299,Fleece Raw Edge Zip Fashion Hoodie Gray,Fashion Hoodies & Sweatshirts,Boxercraft,Women,12.45080987,0.770216354,23.98999977
11618,Boxercraft-V.I.P Flannel Pant-F16,Intimates,Boxercraft,Women,14.68205954,0.977505,30.20999908
27129,Boxercraft Navy & Light Blue Plaid Flannel Pant Button Close-Fly with Pockets - Cozy and Comfortable,Sleep & Lounge,Boxercraft,Men,10.77499995,0.652110506,25.0
27268,Boxercraft Royal Blue & Silver Plaid Flannel Pant Button Close-Fly with Pockets - Cozy and Comfortable,Sleep & Lounge,Boxercraft,Men,10.89999992,1.042434698,25.0
27271,Boxercraft Red/Blue/Yellow/Gree... Plaid Flannel Pant Button Close-Fly with Pockets - Cozy and Comfortable,Sleep & Lounge,Boxercraft,Men,10.59999997,0.543807597,25.0
4459,Double-Stick No Iron No Sew Fashion Hem Tape for Denim (Jeans Pants Skirt Short),Jeans,Bristols 6,Women,6.599999987,0.484998173,12.0
12518,Nippies Skin - Reusable Natural Looking Ultra Thin Matte Silicone Nipple Cover Pasties - ADHESIVE - BEIGE,Intimates,Bristols 6,Women,13.69999996,0.892589437,25.0
12552,Nippies Black Heart Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,5.57,0.487000906,10.0
12615,Nippies Skin - Reusable Natural Looking Ultra Thin Matte Silicone Nipple Cover Pasties - NON-ADHESIVE (forms to curves with body heat) - BROWN,Intimates,Bristols 6,Women,12.20999999,0.653767907,22.0
12617,Nippies Neon Yellow Pink Leopard Star Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,8.414999982,0.660139892,15.0
12627,Nippies Bride Like A Virgin- White Heart Waterproof Self Adhesive Fabric Nipple Cover Pasties (B),Intimates,Bristols 6,Women,8.460000018,0.772023801,15.0
12629,Nippies Silver Sequin Metallic Cross Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,7.544999979,0.395374174,15.0
12630,Nippies Magenta Metallic Heart Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,7.364999978,0.594127134,15.0
12633,Nippies Gold Sequin Satin Star Waterproof Self Adhesive Fabric Nipple Cover Pasties Size B,Intimates,Bristols 6,Women,8.190000001,0.609938258,15.0
12637,Bristols 6 Nippies Basics Self Adhesive Nipple Covers-Creme Hearts-4 count SizeB,Intimates,Bristols 6,Women,4.810000006,0.440593223,10.0
12640,Nippies Bride Something Blue - Blue Heart Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,8.414999982,0.432227592,15.0
12696,Nippies Blue Tiger Black Snake Star Waterproof Self Adhesive Fabric Nipple Cover Pasties,Intimates,Bristols 6,Women,7.439999962,0.563304971,15.0
15543,Nippies Skin - Reusable Natural Looking Ultra Thin Matte Silicone Nipple Cover Pasties - ADHESIVE - BEIGE,Plus,Bristols 6,Women,13.54999999,0.763462584,25.0
11851,Bslingerie Womens Lace Up Back Shiny PVC Corset Dress With Mathing Thong,Intimates,Bslingerie,Women,16.17821986,1.528328787,27.98999977
11859,Bslingerie Womens Boned Corset With Black Brocade & Matching Thong,Intimates,Bslingerie,Women,10.93452988,0.613131677,19.98999977
11864,Bslingerie Womens Waist Cincher Boned Corset With Brocade,Intimates,Bslingerie,Women,9.775109852,0.600530834,19.98999977
11872,Bslingerie Womens Brocade Lace Up Back Underbust Boned Corset,Intimates,Bslingerie,Women,10.10267987,0.595049765,18.98999977
11874,Bslingerie Womens Rose Straps Satin Boned Victorian Corset,Intimates,Bslingerie,Women,24.01279956,1.901936721,44.79999924
11887,Bslingerie Womens Satin Boned Bustier Corset With Ribbons,Intimates,Bslingerie,Women,10.61468987,0.846781851,19.98999977
11893,Bslingerie Womens Faux Leather Zipper Front Boned Corset,Intimates,Bslingerie,Women,10.63467987,0.841663432,19.98999977
11899,Bslingerie Womens Skull Print Rock N Roll Fashion Boned Corset,Intimates,Bslingerie,Women,13.00257986,0.827344859,23.98999977
11901,Bslingerie Womens Faux Leather Boned Zip Up Corset with Metal chain,Intimates,Bslingerie,Women,11.17313988,0.678766409,22.98999977
11905,Bslingerie Womens Floral & Black Lace Trim Satin Boned Corset,Intimates,Bslingerie,Women,10.01498989,0.928143433,19.98999977
11910,Bslingerie Womens Green Gold & Black Ribbon Brocade Boned Corset,Intimates,Bslingerie,Women,10.89454986,0.602142086,19.98999977
11911,Bslingerie Womens Satin Bridal Maid Boned Corset with Ribbon,Intimates,Bslingerie,Women,11.23437989,0.575810472,19.98999977
11920,Bslingerie Womens Brick Red Classic Ribbon Satin Boned Corset,Intimates,Bslingerie,Women,9.735129846,0.830033778,19.98999977
11921,Bslingerie Womens Floral Trim Fashion Boned Bustier Corset,Intimates,Bslingerie,Women,18.06119958,1.389080156,34.79999924
11935,Bslingerie Womens Floral Denim Boned Bustier Corset,Intimates,Bslingerie,Women,10.29484988,0.841994443,19.98999977
11942,Black Mesh Princess Elegant Boned Corset Top,Intimates,Bslingerie,Women,17.19944986,1.30119636,30.98999977
11969,Bslingerie Womens Black Faux Leather Straps Boned Corset with Zipper,Intimates,Bslingerie,Women,13.5303599,0.921978409,23.98999977
11976,Bslingerie Womens Satin Boned Bridal Bustier Corset,Intimates,Bslingerie,Women,11.51423986,1.116775743,19.98999977
11994,Bslingerie Womens Boned Corset with Black Ribbon and Dots,Intimates,Bslingerie,Women,11.07445986,0.878627468,19.98999977
12009,Bslingerie Womens White Lace Trim Padded See Through Boned Corset,Intimates,Bslingerie,Women,10.19489988,0.965215918,19.98999977
12011,Bslingerie Womens Burlesque Corset with Shiny Sequin Waist Cincher,Intimates,Bslingerie,Women,10.73462987,0.627032031,19.98999977
12036,Bslingerie Womens Leopard Print & Black Lace Trim Victorian Corset,Intimates,Bslingerie,Women,9.875059905,0.726302692,19.98999977
12037,Bslingerie Womens Green Gold Classic Brocade Boned Corset,Intimates,Bslingerie,Women,11.23437989,0.888939805,19.98999977
12038,Bslingerie Womens Satin & Black Ribbon Boned Bustier Corset,Intimates,Bslingerie,Women,10.79459986,0.571872246,19.98999977
12045,Bslingerie Womens Satin Boned Corset With Rhinestone & Matching Thong,Intimates,Bslingerie,Women,9.931769863,0.717101667,18.98999977
12052,Bslingerie Womens Black Red Chinese Dragon Brocade Boned Corset,Intimates,Bslingerie,Women,11.43427984,0.948339689,19.98999977
12055,Bslingerie Womens Satin Black Lace Trim Victorian Boned Corset,Intimates,Bslingerie,Women,10.39479987,1.030712453,19.98999977
12063,Bslingerie Womens Faux Leather Boned Zip Up Corset with Ribbon,Intimates,Bslingerie,Women,13.72227984,1.290540865,23.98999977
12072,Bslingerie Womens Shiny Blue & Ribbon Satin Boned Bustier Corset,Intimates,Bslingerie,Women,11.05446986,0.918504444,19.98999977
12074,Bslingerie Womens Lace Trim Victorian Boned Corset,Intimates,Bslingerie,Women,10.89454986,0.660390906,19.98999977
12078,Bslingerie Womens Dark Purple Floral Trim Boned Bustier Corset,Intimates,Bslingerie,Women,10.41478988,0.575912385,19.98999977
12081,Bslingerie Womens Floral Trim Boned Bridal Corset with Zipper,Intimates,Bslingerie,Women,10.03497985,0.873266342,19.98999977
12087,Bslingerie Womens Camo Green Fashion Boned Corset,Intimates,Bslingerie,Women,11.13442987,0.875292798,19.98999977
12089,Bslingerie Womens England Flag Print Fashion Boned Bustier Corset,Intimates,Bslingerie,Women,12.78666986,0.682985421,23.98999977
12126,Bslingerie Womens Black Faux Leahter Full Spiral Steel Boned Corset,Intimates,Bslingerie,Women,14.03115987,1.329645357,28.98999977
12137,Bslingerie Green Ruffle Lace Up Black Boned Corset Top,Intimates,Bslingerie,Women,10.15491987,1.005355967,19.98999977
12147,Bslingerie Womens Lace Trim Brocade Boned Corset,Intimates,Bslingerie,Women,10.57470986,0.941508491,19.98999977
12148,Bslingerie Womens Brown Leopard Print Denim Overbust Boned Corset,Intimates,Bslingerie,Women,11.39429984,0.84835638,19.98999977
12151,Bslingerie Womens Dark Purple Gothic Black Lace Victorian Corset,Intimates,Bslingerie,Women,11.15441988,1.051397192,19.98999977
12159,Bslingerie Womens Blue Denim Openbust Straps Boned Bustier Corset,Intimates,Bslingerie,Women,11.09444987,0.788889554,19.98999977
12160,Bslingerie Womens Silver Shiny Spandex Zip Up Boned Corset,Intimates,Bslingerie,Women,10.65466987,0.710301903,19.98999977
11865,Authentic Steel Boned Waist Training Candy Satin Corset,Intimates,CorsetDeal,Women,29.19839955,2.482957976,55.29999924
12019,Authentic Steel Boned Waist Reducing Sweet heart Brocade Corset,Intimates,CorsetDeal,Women,25.69559957,2.049363881,48.29999924
12022,Authentic Steel Boned Waist Reducing Candy Classic Brocade Corset,Intimates,CorsetDeal,Women,23.71529955,2.339868724,48.29999924
12043,Authentic Steel Boned Waist Training Waspie Satin Corset,Intimates,CorsetDeal,Women,31.24449954,2.197499558,55.29999924
12058,Authentic Steel Boned Waist Reducing Candy Brocade Corset,Intimates,CorsetDeal,Women,25.26089956,2.191476683,48.29999924
12077,Authentic Steel Boned Waist Training Sweetheart Classic Brocade Corset,Intimates,CorsetDeal,Women,26.82049949,1.5608198,55.29999924
12092,Authentic Steel Boned Waist Reducing Classic Brocade Corset,Intimates,CorsetDeal,Women,27.6758996,2.01730746,48.29999924
12095,Authentic Steel Boned Waist Reducing Buckled Candy Stripe Brocade Corset,Intimates,CorsetDeal,Women,26.56499953,2.312346809,48.29999924
12096,Authentic Steel Boned Waist Reducing Buckled Candy Classic Brocade Corset,Intimates,CorsetDeal,Women,27.6758996,1.551874498,48.29999924
12181,Authentic Steel Boned Waist Training Sweat Heart Velvet Corset,Intimates,CorsetDeal,Women,27.59469961,1.602353517,55.29999924
14021,Wool Beret - Black W08S63E,Accessories,DPC/Scalar,Women,3.535799981,0.319919332,9.960000038
15963,Wool Beret - Black W08S63E,Plus,DPC/Scalar,Women,5.418240018,0.524588178,9.960000038
26751,Derek Rose Men's Pajama Set,Sleep & Lounge,Derek Rose,Men,106.1499995,5.554400115,275.0
26933,Derek Rose Men's Flannel Classic Pajama Set,Sleep & Lounge,Derek Rose,Men,99.99999963,6.956821457,250.0
27015,Derek Rose Men's Lightweight Flannel Classic Pajama Set,Sleep & Lounge,Derek Rose,Men,98.17499919,8.389895418,275.0
27103,Derek Rose Men's Button-Through Nightshirt,Sleep & Lounge,Derek Rose,Men,81.67499956,5.075648801,225.0
27176,Derek Rose Men's Rich Dobby Striped Classic Pajama Set,Sleep & Lounge,Derek Rose,Men,122.6499996,6.355639917,275.0
27277,Derek Rose Men's Royal 174 Button Through Nightshirt,Sleep & Lounge,Derek Rose,Men,58.11749985,4.197068779,157.5
27298,Derek Rose Men's Lounge Trouser,Sleep & Lounge,Derek Rose,Men,38.79999984,3.398002074,100.0
27309,Derek Rose Men's Majestic 1 Piped Pullover Nightshirt,Sleep & Lounge,Derek Rose,Men,66.62249977,4.849426547,157.5
27355,Derek Rose Men's Royal 174 Classic Pajama Gift Set,Sleep & Lounge,Derek Rose,Men,73.53499986,4.065258447,192.5
4976,frankie b. Women's Savannah Kick Boot,Jeans,Frankie B.,Women,90.30599998,8.104096432,173.0
6787,frankie b. Women's Summer Girl Short,Shorts,Frankie B.,Women,11.95,1.104775952,25.0
6818,frankie b. Women's Ray Boardshort,Shorts,Frankie B.,Women,7.864999988,0.595440665,16.25
18453,Hawke & Co Men's Heather Solid Pique Polo Shirt,Active,Hawke & Co,Men,10.07500002,0.79268662,25.0
18454,Hawke & Co Men's Performance Pique Zipfront Polo Shirt,Active,Hawke & Co,Men,9.475000016,0.904686527,25.0
28480,Headsweats Race Performance Running/Outdoor Sports Hat,Accessories,Headsweats,Men,7.770300235,0.449800843,21.95000076
196,Women's 17 inches camisole tank top with built-in bra and adjustable straps,Tops & Tees,High Style,Women,6.366689872,0.336392315,11.98999977
246,Women's 23.5 inches camisole tank top with adjustable straps,Tops & Tees,High Style,Women,5.34464986,0.469309573,9.989999771
418,Women's Strapless Long Tube Top with built in bra,Tops & Tees,High Style,Women,5.404589869,0.39758146,9.989999771
429,Women's Side Rib Strapless extra long Tube Top - 16 inches,Tops & Tees,High Style,Women,7.372729863,0.465680435,13.98999977
556,Women's cotton half sleeve button up shirt,Tops & Tees,High Style,Women,12.05396986,0.807355687,19.98999977
754,Women's short sleeve flowy dolman top with ribbed hem,Tops & Tees,High Style,Women,13.3479298,1.050822617,21.98999977
776,Women's Cotton Crochet Knit Sheer Top with a Scalloped Hem and Slight Bell Sleeves,Tops & Tees,High Style,Women,15.76215984,1.454548169,26.98999977
993,Women's V-neck long sleeve sweater with ribbed detailing,Sweaters,High Style,Women,8.715639877,0.818263291,19.98999977
1006,Women's turtleneck cable knit long sleeve sweater with ribbed hemline,Sweaters,High Style,Women,14.60512988,0.740675547,29.98999977
1126,Women's long sleeve casual draped Cowl Tunic sweater,Sweaters,High Style,Women,13.22558989,0.73496429,29.98999977
2503,Women's Velour Zip Hoodie Tracksuit/SweatsuitÂ,Active,High Style,Women,15.05493074,1.344257139,36.99000168
5118,Women's Full length fold over linen pants,Pants & Capris,High Style,Women,18.43973086,1.082184687,34.99000168
5719,Women's Cotton high waisted fitted jeggings with faux pockets and stitch detail,Leggings,High Style,Women,12.38036989,0.626633625,21.98999977
5769,Women's Zipper Accent Stretch Jean Leggings,Leggings,High Style,Women,16.05000002,1.472735455,25.0
5776,Women's glossy leather like leggings,Leggings,High Style,Women,8.409389882,0.683135787,14.98999977
5936,Women's Form fitting tights with hint of sheen,Leggings,High Style,Women,6.27371988,0.353648698,9.989999771
6057,Women's Seamless form fitting tights with comfortable ribbed waistband,Leggings,High Style,Women,5.754239881,0.486688891,9.989999771
6220,Women's ankle length leggings,Leggings,High Style,Women,9.801869888,0.669357266,15.98999977
7163,Women's Knee length Solid Skirt with Flared Hem,Skirts,High Style,Women,7.876059879,0.451657109,19.98999977
10618,Women's Seamless Strapless Bandeau Tube Top Bra,Intimates,High Style,Women,4.538319855,0.375013133,7.989999771
4749,Joes Jeans Womens Honey Curvey Bootcut in Quinn,Jeans,Joes Jeans,Women,78.54599984,5.815500451,159.0
4769,Joes Jeans Womens Honey Bootcut,Jeans,Joes Jeans,Women,96.93599993,5.286755101,168.0
5001,Joes Jeans Womens Honey Bootcut in Mona,Jeans,Joes Jeans,Women,71.67599989,6.36282074,132.0
13815,LeSportsac Deluxe Everyday Cross-Body,Accessories,LeSportsac,Women,38.10399985,2.32248114,88.0
14071,LeSportsac Claire Wallet,Accessories,LeSportsac,Women,12.09599996,0.832500882,32.0
14269,LeSportsac Kasey Cross-Body,Accessories,LeSportsac,Women,12.84439935,0.658027256,32.59999847
20698,Marino Bay Flannel - lined 7 - pocket Denim Carpenter Jeans,Jeans,MARINO BAY,Men,13.39463986,1.039562853,24.98999977
21026,Marino Bay Fleece - Lined Jeans Denim / Black Lining,Jeans,MARINO BAY,Men,12.17012984,0.998662232,24.98999977
16350,Mad Engine Men's Mustang Emblem Tee,Tops & Tees,Mad Engine,Men,10.37480983,0.927807598,19.98999977
16465,Mad Engine Men's Amazing Spiderman Spida Spot Tee,Tops & Tees,Mad Engine,Men,14.41798986,0.791261538,23.98999977
16737,Mighty Thor Thornado Men's T-Shirt,Tops & Tees,Mad Engine,Men,14.99299992,0.965038484,29.0
16856,Mad Engine Men's Coca Cola Coke Classic Tee,Tops & Tees,Mad Engine,Men,15.80191984,1.139920356,25.98999977
17005,Mad Engine Men's Basic Artoo T-Shirt,Tops & Tees,Mad Engine,Men,12.93011985,0.847894598,21.98999977
17784,Star Wars Coalition Stormtrooper Men's Track Jacket White,Fashion Hoodies & Sweatshirts,Mad Engine,Men,28.34965096,1.743207866,52.99000168
3194,Miss Sixty Women's Penelope Dress,Dresses,Miss Sixty,Women,66.79200015,4.838602862,138.0
3262,Miss Sixty Women's Ansley Dress with Cutouts,Dresses,Miss Sixty,Women,53.37599993,3.548157608,128.0
3487,Miss Sixty Women's Cameron Dress,Dresses,Miss Sixty,Women,36.55542898,3.273376015,79.98999786
3535,Miss Sixty Women's Blaire Dress,Dresses,Miss Sixty,Women,36.63541899,2.227285767,79.98999786
3666,Miss Sixty Women's Marilyn Dress,Dresses,Miss Sixty,Women,37.03536897,2.384157842,79.98999786
3884,Miss Sixty Women's Adrienne Dress,Dresses,Miss Sixty,Women,71.18799981,4.85619116,148.0
8587,Miss Sixty Women's Ashley Jacket,Outerwear & Coats,Miss Sixty,Women,72.45000014,5.37616657,175.0
8602,Miss Sixty Women's Zip Front Soft Shell,Outerwear & Coats,Miss Sixty,Women,30.75000001,2.996711074,75.0
8613,Miss Sixty Women's Brooke Jacket,Outerwear & Coats,Miss Sixty,Women,43.99999995,2.634432157,100.0
8701,Miss Sixty Women's Gail Jacket,Outerwear & Coats,Miss Sixty,Women,39.71480023,3.491443725,92.36000061
8833,Miss Sixty Women's Donna Coat,Outerwear & Coats,Miss Sixty,Women,45.60191895,4.359287223,105.5599976
2398,Nation LTD Women's Pomona Shimmer Sweatshirt,Fashion Hoodies & Sweatshirts,Nation LTD,Women,17.47259914,1.443665412,34.25999832
24271,NEW MENS POWER TRIP PERFORATED LEATHER COAT JACKET,Outerwear & Coats,Power Trip,Men,16.18500004,1.278958521,39.0
19848,Men's 2 Button Luxury Wool Cashmere Black Sport Coat,Suits & Sport Coats,Prontomoda,Men,32.56189887,2.513450053,89.94999695
19933,Men's 2 Button Luxury Wool Cashmere Camel Sport Coat,Suits & Sport Coats,Prontomoda,Men,37.23929864,2.581144851,89.94999695
19962,Men's 2 Button Prontomoda Elite Gray Wool Rich Jacket,Suits & Sport Coats,Prontomoda,Men,25.60169865,2.216321217,69.94999695
19993,Men's 2 Button Luxury Wool Cashmere Charcoal Sport Coat,Suits & Sport Coats,Prontomoda,Men,36.15989865,2.966838896,89.94999695
20001,Men's 2 Button Luxury Wool Brown Sport Coat,Suits & Sport Coats,Prontomoda,Men,38.49859864,3.650816037,89.94999695
20012,Men's Super 140s Black Stretch Wool Tuxedo Pants,Suits & Sport Coats,Prontomoda,Men,18.68130018,1.69214367,49.95000076
20173,Men's 2 Button Luxury Natural Fabric Brown Windowpane Sport Coat,Suits & Sport Coats,Prontomoda,Men,28.70204869,1.512385892,79.94999695
20279,Men's Single Breasted 2 Button Super 140s Wool Navy Dress Suit European Cut with Front Front Pants,Suits & Sport Coats,Prontomoda,Men,62.97749852,5.258581571,139.9499969
24278,Men's Single Breasted Black Luxury Wool/Cashmere Full Length Topcoat,Outerwear & Coats,Prontomoda,Men,61.47949905,3.680371701,149.9499969
24398,Men's Single Breasted Charcoal Luxury Wool/Cashmere Full Length Topcoat,Outerwear & Coats,Prontomoda,Men,73.47549882,7.071303724,149.9499969
1078,Queenshiny Long Women's Knitted Rex Rabbit Fur Vest With Raccoon Trim With Hood,Sweaters,Queenshiny,Women,81.64800001,4.517493024,189.0
1184,Queenshiny Women's Knitted Mink Fur Vest,Sweaters,Queenshiny,Women,98.24099989,7.765547231,229.0
1357,Queenshiny Long Women's 100% Real Knitted Mink Fur Vest with Hood,Sweaters,Queenshiny,Women,160.2229999,14.27873829,329.0
8748,Queenshiny Long Women's 100% Real Rex Rabbit Fur Coat Jacket With Big Raccoon Collar,Outerwear & Coats,Queenshiny,Women,92.13699991,7.345945097,199.0
8821,Queenshiny Long Women's 100% Real Rex Rabbit Fur Coat Jacket With Super Fox Collar,Outerwear & Coats,Queenshiny,Women,176.6279995,16.68579271,359.0
4497,Red Engine Women's Garnet Mid Rise Bootcut Jean,Jeans,Red Engine,Women,87.20399988,8.469764579,172.0
4502,Red Engine Women's Garnet Bootcut Jean,Jeans,Red Engine,Women,94.08399988,8.85403669,172.0
4807,Red Engine Women's Slimming Flared Leg Jean,Jeans,Red Engine,Women,94.42799978,5.570280371,172.0
4903,Red Engine Women's Cayenne Skinny Jean,Jeans,Red Engine,Women,96.31999977,5.523098329,172.0
6496,Red Engine Women's Vega Short,Shorts,Red Engine,Women,12.17499999,0.890834019,25.0
6528,Red Engine Women's Corvair Boyfriend Fit Short,Shorts,Red Engine,Women,13.06943011,0.938049631,26.51000023
25562,ROunderbum Men's Butt-Enhancing Padded Trunk,Underwear,Rounderbum,Men,11.52500003,1.064686214,25.0
25610,ROunderbum Men's Butt-Enhancing Padded Boxer Brief,Underwear,Rounderbum,Men,12.37500003,1.202353656,25.0
26035,ROunderbum Men's Deep V-Neck T-Shirt,Underwear,Rounderbum,Men,15.64500002,1.425843477,35.0
26236,ROunderbum Men's Light Cotton Butt-Enhancing Lift Trunk,Underwear,Rounderbum,Men,11.37500003,1.072969506,25.0
26247,ROunderbum Men's Seamless Butt-Enhancing Padded Boxer Brief,Underwear,Rounderbum,Men,14.25200004,0.877145661,28.0
26400,ROunderbum Men's Butt-Enhancing Lift Trunk,Underwear,Rounderbum,Men,11.22500002,0.915202156,25.0
9524,Shadowline Long Gown,Sleep & Lounge,Shadowline,Women,36.02400017,1.926771933,57.0
9525,Shadowline Short Gown with Flower Petal Embroidery and Flutter Sleeves,Sleep & Lounge,Shadowline,Women,42.12000013,4.05900794,72.0
9543,Shadowline Stretch Lace Bodice Gown,Sleep & Lounge,Shadowline,Women,35.15400013,3.382874141,63.0
9564,Long Sleeve Nylon Gown by Shadowline,Sleep & Lounge,Shadowline,Women,24.36000004,1.861777548,40.0
9565,Shadowline Petals 54 Coat (71280),Sleep & Lounge,Shadowline,Women,28.90500005,2.433051798,47.0
9567,Shadowline Short Robe,Sleep & Lounge,Shadowline,Women,51.65600011,3.227615855,88.0
9569,Shadowline Long Gown with Soft Stretch Lace Bodice (32737),Sleep & Lounge,Shadowline,Women,46.01600102,4.325573409,71.90000153
9581,Shadowline Short Sleeveless Gown with Flower Petal Embroidery,Sleep & Lounge,Shadowline,Women,20.12400001,1.121233605,36.0
